id,x,y,time_s
19,482268.840121512,3005698.63143265,1493337600
19,482271.338517928,3005702.26193975,1493337900
19,482271.13379086,3005708.15883867,1493338200
19,482269.944444746,3005714.85951814,1493338500
19,482268.479898792,3005721.70778284,1493338800
19,482267.140618174,3005728.20619309,1493339100
19,482266.413344113,3005733.52507748,1493339400
19,482266.838552824,3005736.6649123,1493339700
19,482267.911459584,3005738.59272372,1493340000
19,482269.216241298,3005740.07352919,1493340300
19,482270.528568664,3005741.44406723,1493340600
19,482271.594204568,3005742.94510675,1493340900
19,482271.878086664,3005744.95904586,1493341200
19,482270.703382226,3005747.96794313,1493341500
19,482268.706669789,3005751.69465556,1493341800
19,482266.343039951,3005756.1638795,1493342100
19,482263.668126477,3005762.14582476,1493342400
19,482260.39303445,3005771.9162828,1493342700
19,482255.599259372,3005791.50252434,1493343000
19,482248.023730762,3005828.71992716,1493343300
19,482238.60431364,3005875.70559721,1493343600
19,482227.613488813,3005926.33728454,1493343900
19,482213.735881766,3005978.1024521,1493344200
19,482192.770241905,3006029.61816842,1493344500
19,482153.483406265,3006079.26578612,1493344800
19,482081.349483474,3006125.22699518,1493345100
19,481991.396185192,3006168.88918596,1493345400
19,481895.854853844,3006211.01385677,1493345700
19,481801.407485098,3006250.85369362,1493346000
19,481715.782085875,3006285.41463046,1493346300
19,481655.38032023,3006306.50063352,1493346600
19,481640.889421904,3006303.4245822,1493346900
19,481652.215296074,3006286.83235199,1493347200
19,481674.135531976,3006264.83784647,1493347500
19,481701.852029654,3006240.23088278,1493347800
19,481736.25557955,3006213.23065694,1493348100
19,481784.804697428,3006181.70231316,1493348400
19,481857.908108941,3006142.4660591,1493348700
19,481944.258426469,3006099.03016737,1493349000
19,482034.610371105,3006054.1828578,1493349300
19,482123.633737057,3006009.32868756,1493349600
19,482204.652154653,3005965.8751453,1493349900
19,482263.053349938,3005926.62213865,1493350200
19,482280.363661667,3005895.07285599,1493350500
19,482274.881175977,3005867.90267547,1493350800
19,482260.868559002,3005842.66719166,1493351100
19,482244.132757646,3005818.84290387,1493351400
19,482227.755962438,3005797.31083116,1493351700
19,482215.137560764,3005781.22622083,1493352000
19,482209.947543888,3005774.80781435,1493352300
19,482208.922699551,3005773.73730112,1493352600
19,482209.472044411,3005774.66182652,1493352900
19,482210.521398016,3005776.20993583,1493353200
19,482211.453278527,3005777.63808891,1493353500
19,482211.497505058,3005778.09685186,1493353800
19,482209.790288702,3005776.65864236,1493354100
19,482207.128890302,3005774.15860485,1493354400
19,482204.151323426,3005771.26251907,1493354700
19,482201.146845977,3005768.2578189,1493355000
19,482198.34145601,3005765.33728713,1493355300
19,482196.120957259,3005762.7893412,1493355600
19,482194.954092663,3005760.95041966,1493355900
19,482194.398685069,3005759.47952909,1493356200
19,482194.12174803,3005758.07924598,1493356500
19,482194.028510874,3005756.53448636,1493356800
19,482194.168893174,3005754.50025541,1493357100
19,482194.786770852,3005751.16119075,1493357400
19,482196.217713675,3005745.4805526,1493357700
19,482198.128714787,3005738.53041542,1493358000
19,482200.280969942,3005731.19643822,1493358300
19,482202.637124631,3005723.99833951,1493358600
19,482205.324387672,3005717.60287637,1493358900
19,482208.760048797,3005713.48193298,1493359200
19,482213.496047529,3005713.49513031,1493359500
19,482218.958406745,3005715.77354209,1493359800
19,482224.685968464,3005718.8268367,1493360100
19,482230.442450064,3005721.94250319,1493360400
19,482235.983201708,3005724.48265021,1493360700
19,482240.81370595,3005725.25444561,1493361000
19,482244.315025812,3005722.79295248,1493361300
19,482247.085569865,3005718.56213949,1493361600
19,482249.5789843,3005713.75293187,1493361900
19,482251.938286035,3005708.99851056,1493362200
19,482254.136979787,3005704.9992408,1493362500
19,482255.954926291,3005703.20238363,1493362800
19,482257.21855114,3005704.64671924,1493363100
19,482258.22138148,3005707.64515147,1493363400
19,482259.09651404,3005711.2997182,1493363700
19,482259.813777501,3005715.37316787,1493364000
19,482260.149947926,3005720.05478148,1493364300
19,482259.468443922,3005726.14713133,1493364600
19,482256.940831115,3005734.72873203,1493364900
19,482253.433635964,3005744.62409473,1493365200
19,482249.659156855,3005754.83782272,1493365500
19,482246.02871583,3005764.70151768,1493365800
19,482243.058626364,3005773.21404117,1493366100
19,482241.879774786,3005778.05340134,1493366400
19,482243.921816274,3005776.2617408,1493366700
19,482247.766975381,3005770.79956349,1493367000
19,482252.307960849,3005763.99408911,1493367300
19,482257.087046593,3005756.85939399,1493367600
19,482261.844300512,3005750.09726194,1493367900
19,482266.261011968,3005744.78983976,1493368200
19,482269.979933267,3005742.22040518,1493368500
19,482273.318268964,3005741.17036476,1493368800
19,482276.515086765,3005740.68617133,1493369100
19,482279.632395989,3005740.38554813,1493369400
19,482282.616311933,3005740.0802283,1493369700
19,482285.243846295,3005739.59015907,1493370000
19,482287.212799421,3005738.72762056,1493370300
19,482288.830056077,3005737.62693951,1493370600
19,482290.327867273,3005736.3620959,1493370900
19,482291.783053162,3005734.85793601,1493371200
19,482293.192801112,3005732.81601661,1493371500
19,482294.471875355,3005729.42008908,1493371800
19,482295.502667063,3005723.61897825,1493372100
19,482296.446161705,3005716.55316511,1493372400
19,482297.473756532,3005709.21643136,1493372700
19,482298.802218873,3005702.34827778,1493373000
19,482300.907601516,3005697.16380433,1493373300
19,482304.995041478,3005696.55294995,1493373600
19,482312.609904471,3005704.20717069,1493373900
