id,x,y,time_s
21,482288.744795818,3004949.84904899,1491611400
21,482289.183953282,3004950.31676329,1491611700
21,482289.623402457,3004950.79428992,1491612000
21,482290.063148987,3004951.28163501,1491612300
21,482290.503198522,3004951.77880482,1491612600
21,482290.943556712,3004952.28580574,1491612900
21,482291.384229213,3004952.80264429,1491613200
21,482309.30879908,3004921.46455765,1491613500
21,482327.233919139,3004890.13591277,1491613800
21,482345.159819616,3004858.81630727,1491614100
21,482363.086730751,3004827.50533888,1491614400
21,482381.014882791,3004796.20260545,1491614700
21,482398.944506005,3004764.90770493,1491615000
21,482415.679912389,3004771.72486423,1491615300
21,482432.417235177,3004778.54954206,1491615600
21,482449.156689342,3004785.38182606,1491615900
21,482465.898489883,3004792.221804,1491616200
21,482482.642851828,3004799.06956372,1491616500
21,482499.389990239,3004805.92519318,1491616800
21,482478.117168276,3004790.79895715,1491617100
21,482456.847064652,3004775.68048463,1491617400
21,482435.579406177,3004760.56958145,1491617700
21,482414.313919693,3004745.46605351,1491618000
21,482393.05033207,3004730.36970683,1491618300
21,482371.788370201,3004715.28034752,1491618600
21,482376.740529262,3004716.94903484,1491618900
21,482381.694104597,3004718.62453716,1491619200
21,482386.649159829,3004720.30687598,1491619500
21,482391.605758599,3004721.99607293,1491619800
21,482396.56396457,3004723.69214969,1491620100
21,482401.523841424,3004725.39512806,1491620400
21,482401.826040969,3004727.31558192,1491620700
21,482402.129978981,3004729.24298392,1491621000
21,482402.435659366,3004731.17735882,1491621300
21,482402.743086049,3004733.11873145,1491621600
21,482403.052262978,3004735.06712676,1491621900
21,482403.363194125,3004737.02256977,1491622200
21,482404.381110451,3004740.72662346,1491622500
21,482405.400798062,3004744.43779754,1491622800
21,482406.422270055,3004748.15613967,1491623100
21,482407.445539549,3004751.88169762,1491623400
21,482408.470619687,3004755.61451923,1491623700
21,482409.497523635,3004759.35465245,1491624000
21,482410.132548842,3004768.2461023,1491624300
21,482410.769419204,3004777.14502601,1491624600
21,482411.408142902,3004786.05153785,1491624900
21,482412.048728139,3004794.96575223,1491625200
21,482412.691183142,3004803.88778363,1491625500
21,482409.77126734,3004811.79930013,1491625800
21,482392.596178447,3004815.64505852,1491626100
21,482375.422709474,3004819.49889954,1491626400
21,482358.25063985,3004823.36087269,1491626700
21,482341.079749018,3004827.23102756,1491627000
21,482323.909816439,3004831.10941388,1491627300
21,482306.740621585,3004834.99608144,1491627600
21,482306.186689264,3004832.9769303,1491627900
21,482305.633267035,3004830.9660844,1491628200
21,482305.080347789,3004828.96351791,1491628500
21,482304.527924426,3004826.9692051,1491628800
21,482303.975989849,3004824.98312037,1491629100
21,482303.424536971,3004823.00523821,1491629400
21,482322.328427763,3004823.48036242,1491629700
21,482341.233035968,3004823.96366989,1491630000
21,482360.138604395,3004824.45516684,1491630300
21,482379.045375863,3004824.95485957,1491630600
21,482397.953593208,3004825.4627545,1491630900
21,482416.863499284,3004825.97885816,1491631200
21,482401.465113689,3004838.07080061,1491631500
21,482386.068461926,3004850.17111371,1491631800
21,482370.673346244,3004862.27995289,1491632100
21,482355.279568909,3004874.39747367,1491632400
21,482339.886932208,3004886.52383169,1491632700
21,482324.495238438,3004898.65918269,1491633000
21,482323.719298906,3004894.72372412,1491633300
21,482322.944094651,3004890.79736385,1491633600
21,482322.169615717,3004886.88005145,1491633900
21,482321.395852157,3004882.97173661,1491634200
21,482320.622794033,3004879.07236914,1491634500
21,482319.172619402,3004875.26455312,1491634800
21,482315.011870113,3004871.79620259,1491635100
21,482310.851744264,3004868.3366559,1491635400
21,482306.692188425,3004864.88586859,1491635700
21,482302.53314917,3004861.44379636,1491636000
21,482298.374573081,3004858.01039498,1491636300
21,482294.216406747,3004854.58562037,1491636600
21,482296.226744816,3004855.91434646,1491636900
21,482298.237465054,3004857.25167238,1491637200
21,482300.248593284,3004858.59761532,1491637500
21,482302.260155339,3004859.95219257,1491637800
21,482304.272177053,3004861.31542152,1491638100
21,482306.28468427,3004862.68731968,1491638400
21,482307.76828145,3004861.9251304,1491638700
21,482309.252409036,3004861.17161817,1491639000
21,482310.737086089,3004860.4267733,1491639300
21,482312.222331678,3004859.69058623,1491639600
21,482313.70816488,3004858.9630475,1491639900
21,482315.194604778,3004858.24414777,1491640200
21,482312.497655982,3004858.75064615,1491640500
21,482309.801298335,3004859.2657808,1491640800
21,482307.105497205,3004859.78955834,1491641100
21,482304.410217968,3004860.3219855,1491641400
21,482301.715426005,3004860.8630691,1491641700
21,482299.021086707,3004861.41281611,1491642000
21,482298.868955782,3004871.2355466,1491642300
21,482298.717240961,3004881.0670737,1491642600
21,482298.565940295,3004890.90752371,1491642900
21,482298.415051842,3004900.75702301,1491643200
21,482298.264573662,3004910.6156981,1491643500
21,482298.114503824,3004920.48367561,1491643800
21,482296.155391296,3004918.15551639,1491644100
21,482294.19666002,3004915.83675643,1491644400
21,482292.238284837,3004913.52736594,1491644700
21,482290.280240595,3004911.22731527,1491645000
21,482288.322502144,3004908.93657487,1491645300
21,482286.365044341,3004906.65511532,1491645600
21,482298.903929581,3004900.79957033,1491645900
21,482311.443231373,3004894.95320167,1491646200
21,482323.983110772,3004889.11593427,1491646500
21,482336.523728837,3004883.28769314,1491646800
21,482349.065246638,3004877.46840344,1491647100
21,482361.607825256,3004871.65799041,1491647400
21,482360.309613523,3004869.94513301,1491647700
21,482359.012607028,3004868.24105566,1491648000
21,482357.716789112,3004866.54573648,1491648300
21,482356.422143133,3004864.85915368,1491648600
21,482355.128652461,3004863.18128562,1491648900
21,482353.836300483,3004861.51211073,1491649200
21,482354.491418406,3004859.7358927,1491649500
21,482355.147666837,3004857.96832361,1491649800
21,482355.805054208,3004856.20938073,1491650100
21,482356.463588961,3004854.45904148,1491650400
21,482357.123279554,3004852.71728339,1491650700
21,482357.784134459,3004850.98408407,1491651000
21,482361.186948534,3004846.0662762,1491651300
21,482364.590979116,3004841.15694168,1491651600
21,482367.996269924,3004836.25601747,1491651900
21,482371.402864696,3004831.3634406,1491652200
21,482374.810807186,3004826.47914825,1491652500
21,482378.220141165,3004821.60307768,1491652800
21,482380.373967231,3004829.39516828,1491653100
21,482382.529256238,3004837.19551811,1491653400
