id,x,y,time_s
26,482439.749521169,3003030.3137386,1492732800
26,482428.553797992,3003032.39447425,1492733100
26,482414.309971752,3003035.33412714,1492733400
26,482397.765228924,3003038.48606071,1492733700
26,482378.897376409,3003041.27673907,1492734000
26,482356.907478953,3003043.01359549,1492734300
26,482329.952320391,3003042.65303039,1492734600
26,482296.111235508,3003039.15455933,1492734900
26,482257.598554361,3003033.28932565,1492735200
26,482216.649789825,3003025.74138296,1492735500
26,482174.686475156,3003016.63312755,1492735800
26,482132.792513501,3003005.56633023,1492736100
26,482092.077435441,3002991.48878033,1492736400
26,482053.557494705,3002973.33974562,1492736700
26,482016.992048446,3002952.75334917,1492737000
26,481982.307326494,3002931.54740101,1492737300
26,481950.062624413,3002911.3345288,1492737600
26,481921.6378012,3002894.06245307,1492737900
26,481899.695631519,3002882.66650476,1492738200
26,481886.956310773,3002879.95852289,1492738500
26,481880.618060711,3002883.14904719,1492738800
26,481877.909345734,3002889.33268264,1492739100
26,481877.278086211,3002896.60929025,1492739400
26,481877.871768287,3002903.44746866,1492739700
26,481879.251879071,3002908.17154741,1492740000
26,481881.204429147,3002909.33399926,1492740300
26,481883.537734487,3002908.09260493,1492740600
26,481886.148731242,3002905.73620619,1492740900
26,481889.031028012,3002903.18269298,1492741200
26,481892.272753627,3002901.28648017,1492741500
26,481896.086065313,3002901.12472295,1492741800
26,481900.602158331,3002903.59214028,1492742100
26,481905.069082521,3002907.35281193,1492742400
26,481908.445954798,3002910.74058178,1492742700
26,481909.330316967,3002911.96692798,1492743000
26,481905.48833811,3002908.52184515,1492743300
26,481893.106541866,3002896.33305969,1492743600
26,481868.514187335,3002871.47395081,1492743900
26,481836.148479229,3002838.26444788,1492744200
26,481800.846260696,3002801.30204019,1492744500
26,481766.464587166,3002763.92994627,1492744800
26,481737.172881113,3002729.35715533,1492745100
26,481718.821488794,3002701.71517713,1492745400
26,481714.814188191,3002683.48922358,1492745700
26,481719.593811218,3002671.38013903,1492746000
26,481728.726595119,3002662.95658611,1492746300
26,481739.241322435,3002657.02533914,1492746600
26,481748.634009432,3002653.23162438,1492746900
26,481754.029098396,3002651.94030664,1492747200
26,481752.880635473,3002653.70907722,1492747500
26,481747.221211039,3002657.48583995,1492747800
26,481739.241039036,3002662.24571173,1492748100
26,481730.357192612,3002667.29674759,1492748400
26,481721.688317207,3002672.04813851,1492748700
26,481714.429382866,3002675.81228569,1492749000
26,481709.639077575,3002677.97433372,1492749300
26,481706.715761184,3002679.01188725,1492749600
26,481705.074661368,3002679.42929368,1492749900
26,481704.564928998,3002679.52670104,1492750200
26,481705.419115125,3002679.50059708,1492750500
26,481708.331071069,3002679.50962656,1492750800
26,481714.037788661,3002679.6630695,1492751100
26,481721.572143248,3002679.85924387,1492751400
26,481729.933025598,3002679.94964725,1492751700
26,481738.4005429,3002679.75387535,1492752000
26,481746.294839326,3002678.99919132,1492752300
26,481752.74832737,3002677.22916769,1492752600
26,481756.958833399,3002674.0177135,1492752900
26,481759.587683749,3002669.9510012,1492753200
26,481761.314392781,3002665.69918394,1492753500
26,481762.520472804,3002661.8739812,1492753800
26,481763.417222226,3002659.23360552,1492754100
26,481764.116499217,3002658.93675828,1492754400
26,481764.649902654,3002661.98436039,1492754700
26,481764.923309229,3002666.65393491,1492755000
26,481764.741387137,3002670.82351205,1492755300
26,481763.760448815,3002672.20722271,1492755600
26,481761.373326311,3002667.58958025,1492755900
26,481756.50599178,3002651.74837928,1492756200
26,481748.27338857,3002620.35300476,1492756500
26,481738.795919308,3002582.75940235,1492756800
26,481730.796819661,3002550.89865284,1492757100
26,481727.498815522,3002538.6261251,1492757400
26,481733.703677749,3002566.36276241,1492757700
26,481757.022812851,3002666.33498734,1492758000
26,481776.814280415,3002751.07576821,1492758300
26,481781.546306129,3002771.91441801,1492758600
26,481778.101104109,3002758.20208538,1492758900
26,481770.625847541,3002727.71946752,1492759200
26,481761.921866912,3002692.6328899,1492759500
26,481754.383047174,3002663.56980592,1492759800
26,481749.887858386,3002648.93849908,1492760100
26,481747.639671942,3002644.74745354,1492760400
26,481746.688881991,3002646.26566207,1492760700
26,481746.524713936,3002650.67823276,1492761000
26,481746.904133787,3002656.14347497,1492761300
26,481747.770439502,3002661.175967,1492761600
26,481749.137551149,3002664.64733004,1492761900
26,481750.798224856,3002666.93581486,1492762200
26,481752.55107132,3002668.52540711,1492762500
26,481754.229803676,3002669.66956776,1492762800
26,481755.647528619,3002670.47612833,1492763100
26,481756.53413529,3002670.94340637,1492763400
26,481756.631033888,3002671.03389126,1492763700
26,481756.172271756,3002670.88927334,1492764000
26,481755.395192026,3002670.65030954,1492764300
26,481754.434714633,3002670.42972073,1492764600
26,481753.368533945,3002670.34995096,1492764900
26,481752.243148296,3002670.58418366,1492765200
26,481751.091608895,3002671.29030599,1492765500
26,481749.951243335,3002672.28357124,1492765800
26,481748.869516791,3002673.35493516,1492766100
26,481747.917767695,3002674.3250754,1492766400
26,481747.21510873,3002674.98431898,1492766700
26,481746.968330247,3002675.02240375,1492767000
26,481747.369921717,3002674.15229066,1492767300
26,481748.13764267,3002672.71208379,1492767600
26,481748.944887093,3002671.08021923,1492767900
26,481749.482526909,3002669.57449245,1492768200
26,481749.355359503,3002668.5585177,1492768500
26,481747.949723931,3002668.56353478,1492768800
26,481744.707724585,3002670.05943004,1492769100
26,481740.410962795,3002672.36482195,1492769400
26,481735.971760268,3002674.6661243,1492769700
26,481732.25899726,3002676.15194166,1492770000
26,481730.389181575,3002675.74126545,1492770300
26,481732.100462493,3002671.72136077,1492770600
26,481739.048100748,3002662.48380742,1492770900
26,481749.414785712,3002650.00034463,1492771200
26,481761.245998767,3002636.46878494,1492771500
26,481773.082029141,3002623.73951598,1492771800
26,481783.468961821,3002613.93538539,1492772100
26,481790.47160684,3002610.16284849,1492772400
26,481792.283374285,3002615.35825132,1492772700
26,481790.477518329,3002626.5454753,1492773000
26,481786.677694382,3002640.56496378,1492773300
26,481781.843691936,3002655.20964559,1492773600
26,481776.592952761,3002668.48556936,1492773900
26,481771.407416968,3002677.94392407,1492774200
26,481766.665552586,3002681.36052969,1492774500
