id,x,y,time_s
28,481965.403787571,3004978.85656898,1492646700
28,481964.552282496,3004973.8572108,1492647000
28,481963.300790471,3004967.17615392,1492647300
28,481961.903599002,3004960.05285063,1492647600
28,481960.508226485,3004953.40302282,1492647900
28,481959.255802516,3004948.44162152,1492648200
28,481958.375643754,3004947.49327408,1492648500
28,481958.01897453,3004952.09179757,1492648800
28,481957.950229298,3004959.57718019,1492649100
28,481958.026802008,3004968.19836795,1492649400
28,481958.197597561,3004976.95365591,1492649700
28,481958.468303625,3004984.90915339,1492650000
28,481958.905238821,3004990.56331805,1492650300
28,481959.598773079,3004992.2597275,1492650600
28,481960.469338421,3004991.54708306,1492650900
28,481961.468647537,3004989.7452852,1492651200
28,481962.628414292,3004987.40852012,1492651500
28,481964.081806232,3004984.70202292,1492651800
28,481966.153822211,3004981.51458912,1492652100
28,481969.225952293,3004977.63492264,1492652400
28,481972.88127374,3004973.39568734,1492652700
28,481976.734772807,3004969.11262185,1492653000
28,481980.527401725,3004965.04786018,1492653300
28,481983.949669839,3004961.58847987,1492653600
28,481986.430963225,3004959.5099317,1492653900
28,481987.328311306,3004959.69686275,1492654200
28,481987.293988711,3004961.22134358,1492654500
28,481986.913904354,3004963.23541489,1492654800
28,481986.528895882,3004965.20118264,1492655100
28,481986.466376515,3004966.52510501,1492655400
28,481987.262860061,3004966.1544699,1492655700
28,481989.506697261,3004962.9166185,1492656000
28,481992.605126333,3004958.02191426,1492656300
28,481996.01392674,3004952.58674933,1492656600
28,481999.38914806,3004947.33794388,1492656900
28,482002.35305081,3004943.1071756,1492657200
28,482004.237089861,3004941.39664501,1492657500
28,482004.29040705,3004943.89597897,1492657800
28,482003.243956204,3004948.9241267,1492658100
28,482001.73266246,3004954.99321412,1492658400
28,482000.063895746,3004961.30129728,1492658700
28,481998.426486253,3004967.1868217,1492659000
28,481997.019204007,3004971.67845708,1492659300
28,481996.037092042,3004973.72608845,1492659600
28,481995.338294325,3004974.27634123,1492659900
28,481994.813604415,3004974.12609033,1492660200
28,481994.461222654,3004973.57229001,1492660500
28,481994.385584714,3004972.61377802,1492660800
28,481994.868363381,3004970.95054022,1492661100
28,481996.239249503,3004968.18269232,1492661400
28,481998.096797551,3004964.7989909,1492661700
28,482000.03863872,3004961.24914859,1492662000
28,482001.708508566,3004957.8470028,1492662300
28,482002.553963979,3004954.98412611,1492662600
28,482001.450817463,3004953.39624547,1492662900
28,481997.111677467,3004953.91863202,1492663200
28,481990.879702574,3004955.72351133,1492663500
28,481983.973276592,3004958.0878519,1492663800
28,481977.142005904,3004960.64670615,1492664100
28,481971.176777334,3004963.14498543,1492664400
28,481967.447859964,3004965.26386851,1492664700
28,481967.487962327,3004966.66689205,1492665000
28,481969.814621524,3004967.59388955,1492665300
28,481973.142319426,3004968.20104395,1492665600
28,481976.857373256,3004968.40394357,1492665900
28,481980.600593028,3004967.82016212,1492666200
28,481984.022836573,3004965.50936861,1492666500
28,481986.691452881,3004959.94382327,1492666800
28,481988.761584815,3004952.05533894,1492667100
28,481990.460182614,3004943.24141292,1492667400
28,481991.753676097,3004934.25828952,1492667700
28,481992.322788139,3004925.72637568,1492668000
28,481991.345449257,3004918.55270764,1492668300
28,481987.486937687,3004914.0619943,1492668600
28,481981.671643056,3004911.6388831,1492668900
28,481975.345293909,3004910.40636377,1492669200
28,481969.605188837,3004910.27125625,1492669500
28,481965.938053656,3004911.86846373,1492669800
28,481967.230879946,3004916.99242192,1492670100
28,481977.963510831,3004928.61006583,1492670400
28,481995.391482489,3004944.79110695,1492670700
28,482015.309784492,3004962.59612038,1492671000
28,482035.167631062,3004980.14971817,1492671300
28,482052.360291146,3004995.38290651,1492671600
28,482062.457146339,3005004.62541943,1492671900
28,482058.774775088,3005002.2782817,1492672200
28,482045.164725948,3004991.54082608,1492672500
28,482027.483331589,3004977.23683803,1492672800
28,482008.844154716,3004961.77416365,1492673100
28,481991.695857476,3004946.74908887,1492673400
28,481979.4879704,3004934.03258125,1492673700
28,481977.150232797,3004926.13714605,1492674000
28,481981.933436078,3004921.85261264,1492674300
28,481989.588739144,3004919.33089509,1492674600
28,481997.780785707,3004917.88914479,1492674900
28,482004.528612272,3004917.55986674,1492675200
28,482006.858719525,3004919.11314917,1492675500
28,482000.440833505,3004923.98029931,1492675800
28,481987.751828458,3004931.20662888,1492676100
28,481972.6150529,3004939.38790521,1492676400
28,481957.205755664,3004947.73993811,1492676700
28,481943.505323183,3004955.57408711,1492677000
28,481934.649203517,3004961.82848996,1492677300
28,481935.283161166,3004964.9391092,1492677600
28,481942.818647102,3004965.75367706,1492677900
28,481953.330010744,3004965.54899745,1492678200
28,481964.880833513,3004964.89528779,1492678500
28,481976.234257171,3004964.03458496,1492678800
28,481986.011367872,3004963.04528085,1492679100
28,481992.401683351,3004961.9193278,1492679400
28,481996.279499457,3004960.71673936,1492679700
28,481999.000780127,3004959.5036435,1492680000
28,482001.134531893,3004958.31681671,1492680300
28,482002.839253455,3004957.1884282,1492680600
28,482003.970431048,3004956.16801629,1492680900
28,482004.152411084,3004955.32892839,1492681200
28,482003.66412752,3004954.63504967,1492681500
28,482002.894608624,3004954.03419664,1492681800
28,482002.032662293,3004953.51500037,1492682100
28,482001.192643127,3004953.09965883,1492682400
28,482000.49224441,3004952.85907201,1492682700
28,482000.107947717,3004952.93788597,1492683000
28,482000.033938413,3004953.31276426,1492683300
28,482000.168652828,3004953.86171334,1492683600
28,482000.533751247,3004954.55235276,1492683900
28,482001.296068271,3004955.42668055,1492684200
28,482002.880946182,3004956.6295444,1492684500
28,482006.122205835,3004958.4568734,1492684800
28,482010.789291041,3004960.82139568,1492685100
28,482015.941187423,3004963.37735898,1492685400
28,482020.91298694,3004965.87176147,1492685700
28,482024.904474336,3004967.98693101,1492686000
28,482026.43586879,3004969.12441245,1492686300
28,482022.777793136,3004968.17497688,1492686600
28,482014.492465546,3004965.36012093,1492686900
28,482004.213706052,3004961.73245765,1492687200
28,481993.336284748,3004957.82131429,1492687500
28,481982.83638736,3004953.94070827,1492687800
28,481973.936030228,3004950.40311514,1492688100
28,481968.829287896,3004947.70931955,1492688400
28,481967.992377332,3004945.98011113,1492688700
28,481969.194198204,3004944.75310983,1492689000
28,481971.22346525,3004943.80839655,1492689300
28,481973.422828017,3004943.09686461,1492689600
28,481975.241982162,3004942.70694294,1492689900
28,481975.897821059,3004942.9094747,1492690200
28,481975.206183388,3004943.7343619,1492690500
28,481973.88512743,3004944.80005598,1492690800
28,481972.332637215,3004945.81582527,1492691100
28,481970.780629925,3004946.43599718,1492691400
28,481969.452702984,3004946.02496354,1492691700
28,481968.700033757,3004943.29025171,1492692000
28,481968.596435713,3004937.98993534,1492692300
28,481968.786388664,3004931.58070903,1492692600
28,481969.050560687,3004924.96633396,1492692900
28,481969.211753936,3004918.89144781,1492693200
28,481969.014467407,3004914.44821761,1492693500
28,481967.975167618,3004913.7172736,1492693800
28,481966.004052875,3004917.13450279,1492694100
28,481963.642646914,3004922.51592051,1492694400
28,481961.240439711,3004928.64809446,1492694700
28,481959.111400122,3004934.80892467,1492695000
28,481957.747562928,3004940.27635296,1492695300
28,481958.106361053,3004943.89037387,1492695600
28,481960.383983694,3004945.38197132,1492695900
28,481963.55893499,3004945.85518142,1492696200
28,481967.051576968,3004945.88190979,1492696500
28,481970.490364917,3004945.70954517,1492696800
28,481973.459028822,3004945.42906492,1492697100
28,481975.218262548,3004945.03726125,1492697400
28,481975.281210816,3004944.51992413,1492697700
28,481974.459466515,3004943.9512119,1492698000
28,481973.273878538,3004943.37466167,1492698300
28,481971.989196362,3004942.80755219,1492698600
28,481970.794091682,3004942.25270179,1492698900
28,481969.928103401,3004941.70052919,1492699200
28,481969.538528342,3004941.14241473,1492699500
28,481969.389781301,3004940.5902078,1492699800
28,481969.310910774,3004940.04498579,1492700100
28,481969.170089245,3004939.49197003,1492700400
28,481968.785040119,3004938.89053678,1492700700
28,481967.801667781,3004938.14735287,1492701000
28,481965.999475815,3004937.20423541,1492701300
28,481963.839168402,3004936.19182712,1492701600
28,481961.691806782,3004935.21821001,1492701900
28,481959.92943454,3004934.39765485,1492702200
28,481959.178103201,3004933.92836718,1492702500
28,481960.734422424,3004934.22436736,1492702800
28,481965.454633543,3004935.56093216,1492703100
28,481971.79204765,3004937.44941002,1492703400
28,481978.70085229,3004939.56770482,1492703700
28,481985.514917375,3004941.72959364,1492704000
