id,x,y,time_s
6,482295.590465866,3004887.25856009,1491609600
6,482296.63100805,3004886.17688876,1491609900
6,482298.01025784,3004883.99752476,1491610200
6,482299.441209151,3004881.41314322,1491610500
6,482300.657722698,3004878.95314074,1491610800
6,482301.314320804,3004877.18295325,1491611100
6,482300.856128473,3004876.916934,1491611400
6,482298.766823372,3004878.89662271,1491611700
6,482295.778059445,3004882.13918489,1491612000
6,482292.74115835,3004885.49810974,1491612300
6,482290.490796905,3004887.85988799,1491612600
6,482290.159233271,3004887.72483494,1491612900
6,482293.602508607,3004882.64260073,1491613200
6,482302.704705763,3004870.20781161,1491613500
6,482315.802342674,3004853.04841213,1491613800
6,482331.342646365,3004833.9215898,1491614100
6,482348.69306813,3004814.83410899,1491614400
6,482367.902773553,3004797.79812403,1491614700
6,482389.720651314,3004785.58901966,1491615000
6,482414.955273012,3004780.83610786,1491615300
6,482441.9473309,3004781.0069517,1491615600
6,482468.775673639,3004783.45998555,1491615900
6,482493.454834307,3004786.40466383,1491616200
6,482513.187013076,3004788.22750013,1491616500
6,482523.308391076,3004786.88473035,1491616800
6,482519.171214731,3004780.49137962,1491617100
6,482505.57347609,3004770.78590734,1491617400
6,482487.385605553,3004759.61064029,1491617700
6,482467.74597291,3004748.24711759,1491618000
6,482449.242565347,3004737.89873053,1491618300
6,482434.887564519,3004730.14395606,1491618600
6,482427.408536044,3004726.47626676,1491618900
6,482424.611905349,3004725.62611676,1491619200
6,482424.221078192,3004726.32355905,1491619500
6,482424.862705251,3004727.87477359,1491619800
6,482425.54981863,3004729.90092088,1491620100
6,482425.310357654,3004732.19551737,1491620400
6,482423.325828403,3004734.62763867,1491620700
6,482420.173645547,3004737.03411103,1491621000
6,482416.49412124,3004739.216498,1491621300
6,482412.727018849,3004740.88537474,1491621600
6,482409.277167603,3004741.55133763,1491621900
6,482406.666931903,3004740.34076436,1491622200
6,482405.400709983,3004736.42965799,1491622500
6,482405.134015219,3004731.07718573,1491622800
6,482405.564689892,3004725.75606729,1491623100
6,482406.651389736,3004721.94434129,1491623400
6,482408.598011282,3004721.68179269,1491623700
6,482411.930399482,3004728.33775642,1491624000
6,482417.23556276,3004745.27504278,1491624300
6,482423.973132238,3004769.11287431,1491624600
6,482431.681209283,3004796.45651344,1491624900
6,482440.260969479,3004825.22310366,1491625200
6,482449.939249013,3004853.85698387,1491625500
6,482461.353672023,3004880.74337774,1491625800
6,482475.1115118,3004904.44638805,1491626100
6,482489.925726852,3004925.76922841,1491626400
6,482504.222368409,3004945.45443047,1491626700
6,482516.228624435,3004963.61614521,1491627000
6,482523.305194898,3004979.78254309,1491627300
6,482520.952620411,3004992.7177176,1491627600
6,482504.686843948,3005001.07837427,1491627900
6,482479.319613882,3005006.35667244,1491628200
6,482449.801942456,3005009.9928026,1491628500
6,482419.519012816,3005012.79456977,1491628800
6,482391.56507121,3005015.24131576,1491629100
6,482369.908843827,3005017.6642446,1491629400
6,482358.280927589,3005020.28055672,1491629700
6,482353.567006334,3005022.99718186,1491630000
6,482352.647528404,3005025.65362003,1491630300
6,482353.830844098,3005028.05190631,1491630600
6,482356.216561519,3005029.88202876,1491630900
6,482359.356640716,3005030.60518372,1491631200
6,482363.018664304,3005029.68168883,1491631500
6,482366.889201064,3005027.69152426,1491631800
6,482370.664812269,3005025.22896368,1491632100
6,482374.005775501,3005022.69554258,1491632400
6,482376.408118734,3005020.45125069,1491632700
6,482377.013849749,3005018.95009023,1491633000
6,482374.972033213,3005018.61732252,1491633300
6,482371.220604618,3005019.1070769,1491633600
6,482366.737340767,3005020.07467365,1491633900
6,482362.2239034,3005021.3405722,1491634200
6,482358.370045014,3005022.8227715,1491634500
6,482356.108844595,3005024.50562885,1491634800
6,482355.99746216,3005026.37273171,1491635100
6,482357.204116937,3005028.32356792,1491635400
6,482359.102393007,3005030.25591534,1491635700
6,482361.325892463,3005032.04562841,1491636000
6,482363.630283476,3005033.49985947,1491636300
6,482365.801279945,3005034.28442743,1491636600
6,482367.661282379,3005034.06497557,1491636900
6,482369.270914474,3005033.20150454,1491637200
6,482370.683346401,3005032.06347459,1491637500
6,482371.876904522,3005030.90190859,1491637800
6,482372.746873973,3005029.94389967,1491638100
6,482373.066054047,3005029.47811325,1491638400
6,482372.60111118,3005029.77286958,1491638700
6,482371.64514372,3005030.59147528,1491639000
6,482370.507614431,3005031.68879981,1491639300
6,482369.428960165,3005032.90958168,1491639600
6,482368.671115293,3005034.1299629,1491639900
6,482368.616124289,3005035.21083881,1491640200
6,482369.632313902,3005036.02581043,1491640500
6,482371.359754119,3005036.6604657,1491640800
6,482373.427929975,3005037.19768444,1491641100
6,482375.59388095,3005037.66847231,1491641400
6,482377.650701169,3005038.06361474,1491641700
6,482379.349606346,3005038.3301955,1491642000
6,482380.456494941,3005038.40897212,1491642300
6,482381.125512951,3005038.38815922,1491642600
6,482381.495316914,3005038.3605393,1491642900
6,482381.590987216,3005038.40108073,1491643200
6,482381.333456804,3005038.59515371,1491643500
6,482380.509750728,3005039.07065907,1491643800
6,482378.889533292,3005039.94792655,1491644100
6,482376.742878799,3005041.08312234,1491644400
6,482374.337526605,3005042.31595692,1491644700
6,482371.843013755,3005043.50755903,1491645000
6,482369.394550698,3005044.4881748,1491645300
6,482367.143980386,3005044.99324508,1491645600
6,482365.238951452,3005044.7617906,1491645900
6,482363.63872421,3005044.04656853,1491646200
6,482362.338719585,3005043.10081365,1491646500
6,482361.446885802,3005042.07558355,1491646800
6,482361.224362958,3005041.07663772,1491647100
6,482362.183791328,3005040.20427059,1491647400
6,482364.847142689,3005039.54081801,1491647700
6,482368.605058579,3005039.02719602,1491648000
6,482372.824519729,3005038.59515702,1491648300
6,482377.045607927,3005038.1918876,1491648600
6,482380.808290474,3005037.76014393,1491648900
6,482383.479161498,3005037.21671901,1491649200
6,482384.450207016,3005036.48879464,1491649500
6,482384.2535834,3005035.69445406,1491649800
6,482383.418185147,3005034.97924159,1491650100
6,482382.231444076,3005034.50330692,1491650400
6,482380.847531197,3005034.50169959,1491650700
6,482379.345414489,3005035.3728459,1491651000
6,482377.767415379,3005037.51041223,1491651300
6,482376.162211175,3005040.47396637,1491651600
6,482374.576168889,3005043.80062953,1491651900
6,482373.062045219,3005047.14887108,1491652200
6,482371.698887361,3005050.16987493,1491652500
